from,to,relation,weight
DoCr,OnZa,ally,2
AnLR,MiGr,family,1
AnLR,GiGr,family,1
AnLR,SaGr,family,1
AnLR,GiuG,family,1
AnLR,GGre,family,1
AnLR,FrBu,family,1
AnLR,ViBu,family,1
AnLR,AnLu,family,1
AnLR,GiPa,family,1
AnLR,StPa,family,1
AnLR,GiPr,family,1
AnLR,GPre,family,1
AnLR,GiuP,family,1
AnLR,GiCa,family,1
AnLR,DoCr,family,1
AnLR,GiLR,family,2
AnLR,ViPa,family,1
AnLR,AnPu,family,1
AnLR,PiPu,family,1
AnLR,ViPu,family,1
AnLR,SaPr,family,1
AnLR,NiPr,family,1
AnLR,NGre,family,1
AnLR,GiLu,family,1
AnLR,RoMa,family,1
AnLR,SaMa,family,1
GiLR,MiGr,family,1
GiLR,GiGr,family,1
GiLR,SaGr,family,1
GiLR,GiuG,family,1
GiLR,GGre,family,1
GiLR,FrBu,family,1
GiLR,ViBu,family,1
GiLR,AnLu,family,1
GiLR,GiPa,family,1
GiLR,StPa,family,1
GiLR,GiPr,family,1
GiLR,GPre,family,1
GiLR,GiuP,family,1
GiLR,GiCa,family,1
GiLR,DoCr,family,1
GiLR,AnLR,family,2
GiLR,ViPa,family,1
GiLR,AnPu,family,1
GiLR,PiPu,family,1
GiLR,ViPu,family,1
GiLR,SaPr,family,1
GiLR,NiPr,family,1
GiLR,NGre,family,1
GiLR,GiLu,family,1
GiLR,RoMa,family,1
GiLR,SaMa,family,1
AnLu,MiGr,family,1
AnLu,GiGr,family,1
AnLu,SaGr,family,1
AnLu,GiuG,family,1
AnLu,GGre,family,1
AnLu,FrBu,family,1
AnLu,ViBu,family,1
AnLu,GiLR,family,1
AnLu,GiPa,family,1
AnLu,StPa,family,1
AnLu,GiPr,family,1
AnLu,GPre,family,1
AnLu,GiuP,family,1
AnLu,GiCa,family,1
AnLu,DoCr,family,1
AnLu,AnLR,family,1
AnLu,ViPa,family,1
AnLu,AnPu,family,1
AnLu,PiPu,family,1
AnLu,ViPu,family,1
AnLu,SaPr,family,1
AnLu,NiPr,family,1
AnLu,NGre,family,1
AnLu,GiLu,family,2
AnLu,RoMa,family,1
AnLu,SaMa,family,1
AnLu,ToSp,ally,3
GiLu,GSav,ally,1
GiLu,CaSa,ally,1
GiLu,ViSa,ally,1
GiLu,AnCa,ally,1
GiLu,GiuC,ally,1
GiLu,BeGr,ally,1
GiLu,FiGr,ally,1
GiLu,GGra,ally,1
GiLu,AnLI,ally,1
GiLu,SaRi,ally,2
GiLu,GiGr,conflict,NA
GiLu,BePr,ally,2
GiLu,AnLu,family,2
GiLu,GiGa,ally,1
GiLu,ViPu,family,1
GiLu,FiMa,ally,1
GiLu,GBPu,ally,1
GiLu,ToSp,ally,3
GiLu,MiGr,family,1
GiLu,SaGr,family,1
GiLu,GiuG,family,1
GiLu,GGre,family,1
GiLu,FrBu,family,1
GiLu,ViBu,family,1
GiLu,GiLR,family,1
GiLu,GiPa,family,1
GiLu,StPa,family,1
GiLu,GiPr,family,1
GiLu,GPre,family,1
GiLu,GiuP,family,1
GiLu,GiCa,family,1
GiLu,DoCr,family,1
GiLu,AnLR,family,1
GiLu,ViPa,family,1
GiLu,AnPu,family,1
GiLu,PiPu,family,1
GiLu,SaPr,family,1
GiLu,NiPr,family,1
GiLu,NGre,family,1
GiLu,RoMa,family,1
GiLu,SaMa,family,1
GiPa,MiGr,family,1
GiPa,GiGr,family,1
GiPa,SaGr,family,1
GiPa,GiuG,family,1
GiPa,GGre,family,1
GiPa,FrBu,family,1
GiPa,ViBu,family,1
GiPa,GiLR,family,1
GiPa,AnLu,family,1
GiPa,StPa,family,2
GiPa,GiPr,family,1
GiPa,GPre,family,1
GiPa,GiuP,family,1
GiPa,GiCa,family,1
GiPa,DoCr,family,1
GiPa,AnLR,family,1
GiPa,ViPa,family,2
GiPa,AnPu,family,1
GiPa,PiPu,family,1
GiPa,ViPu,family,1
GiPa,SaPr,family,1
GiPa,NiPr,family,1
GiPa,NGre,family,1
GiPa,GiLu,family,1
GiPa,RoMa,family,1
GiPa,SaMa,family,1
StPa,MiGr,family,1
StPa,GiGr,family,1
StPa,SaGr,family,1
StPa,GiuG,family,1
StPa,GGre,family,1
StPa,FrBu,family,1
StPa,ViBu,family,1
StPa,GiLR,family,1
StPa,AnLu,family,1
StPa,GiPa,family,2
StPa,GiPr,family,1
StPa,GPre,family,1
StPa,GiuP,family,1
StPa,GiCa,family,1
StPa,DoCr,family,1
StPa,AnLR,family,1
StPa,ViPa,family,2
StPa,AnPu,family,1
StPa,PiPu,family,1
StPa,ViPu,family,1
StPa,SaPr,family,1
StPa,NiPr,family,1
StPa,NGre,family,1
StPa,GiLu,family,1
StPa,RoMa,family,1
StPa,SaMa,family,1
StPa,DoFe,ally,1
StPa,GBPu,ally,1
StPa,GiOl,ally,1
ViPa,MiGr,family,1
ViPa,GiGr,family,1
ViPa,SaGr,family,1
ViPa,GiuG,family,1
ViPa,GGre,family,1
ViPa,FrBu,family,1
ViPa,ViBu,family,1
ViPa,GiLR,family,1
ViPa,AnLu,family,1
ViPa,GiPa,family,2
ViPa,GiPr,family,1
ViPa,GPre,family,1
ViPa,GiuP,family,1
ViPa,GiCa,family,1
ViPa,DoCr,family,1
ViPa,AnLR,family,1
ViPa,StPa,family,2
ViPa,AnPu,family,1
ViPa,PiPu,family,1
ViPa,ViPu,family,1
ViPa,SaPr,family,1
ViPa,NiPr,family,1
ViPa,NGre,family,1
ViPa,GiLu,family,1
ViPa,RoMa,family,1
ViPa,SaMa,family,1
ViPa,DoFe,ally,1
AnPu,MiGr,family,1
AnPu,GiGr,family,1
AnPu,SaGr,family,1
AnPu,GiuG,family,1
AnPu,GGre,family,1
AnPu,FrBu,family,1
AnPu,ViBu,family,1
AnPu,GiLR,family,1
AnPu,AnLu,family,1
AnPu,GiPa,family,1
AnPu,GiPr,family,1
AnPu,GPre,family,1
AnPu,GiuP,family,1
AnPu,GiCa,family,1
AnPu,DoCr,family,1
AnPu,AnLR,family,1
AnPu,StPa,family,1
AnPu,ViPa,family,1
AnPu,PiPu,family,2
AnPu,ViPu,family,2
AnPu,SaPr,family,1
AnPu,NiPr,family,1
AnPu,NGre,family,1
AnPu,GiLu,family,1
AnPu,RoMa,family,1
AnPu,SaMa,family,1
PiPu,MiGr,family,1
PiPu,GiGr,family,1
PiPu,SaGr,family,1
PiPu,GiuG,family,1
PiPu,GGre,family,1
PiPu,FrBu,family,1
PiPu,ViBu,family,1
PiPu,GiLR,family,1
PiPu,AnLu,family,1
PiPu,GiPa,family,1
PiPu,GiPr,family,1
PiPu,GPre,family,1
PiPu,GiuP,family,1
PiPu,GiCa,family,1
PiPu,DoCr,family,1
PiPu,AnLR,family,1
PiPu,StPa,family,1
PiPu,ViPa,family,1
PiPu,AnPu,family,2
PiPu,ViPu,family,2
PiPu,SaPr,family,1
PiPu,NiPr,family,1
PiPu,NGre,family,1
PiPu,GiLu,family,1
PiPu,RoMa,family,1
PiPu,SaMa,family,1
PiPu,SaRi,conflict,NA
PiPu,FrBo,ally,1
ViPu,MiGr,family,1
ViPu,GiGr,conflict,NA
ViPu,SaGr,family,1
ViPu,GiuG,family,1
ViPu,GGre,family,1
ViPu,FrBu,family,1
ViPu,ViBu,family,1
ViPu,GiLR,family,1
ViPu,AnLu,family,1
ViPu,GiPa,family,1
ViPu,GiPr,family,1
ViPu,GPre,family,1
ViPu,GiuP,family,1
ViPu,GiCa,family,1
ViPu,DoCr,family,1
ViPu,AnLR,family,1
ViPu,StPa,family,1
ViPu,ViPa,family,1
ViPu,AnPu,family,2
ViPu,PiPu,family,2
ViPu,SaPr,family,1
ViPu,NiPr,family,2
ViPu,NGre,family,1
ViPu,GiLu,family,1
ViPu,RoMa,family,1
ViPu,GMad,ally,1
ViPu,SaMa,family,1
ViPu,ArBo,ally,1
ViPu,SaRi,ally,1
ViPu,AnMa,conflict,NA
ViPu,GiMa,conflict,NA
ViPu,FiMa,ally,1
ViPu,GBPu,ally,1
ViPu,GiGa,ally,1
GiPr,MiGr,family,1
GiPr,GiGr,family,1
GiPr,SaGr,family,1
GiPr,GiuG,family,1
GiPr,GGre,family,1
GiPr,FrBu,family,1
GiPr,ViBu,family,1
GiPr,GiLR,family,1
GiPr,AnLu,family,1
GiPr,GiPa,family,1
GiPr,ViPu,family,1
GiPr,GPre,family,2
GiPr,GiuP,family,2
GiPr,GiCa,family,1
GiPr,DoCr,family,1
GiPr,AnLR,family,1
GiPr,StPa,family,1
GiPr,ViPa,family,1
GiPr,AnPu,family,1
GiPr,PiPu,family,1
GiPr,SaPr,family,2
GiPr,NiPr,family,2
GiPr,NGre,family,1
GiPr,GiLu,family,1
GiPr,RoMa,family,1
GiPr,SaMa,family,1
GPre,MiGr,family,1
GPre,GiGr,family,1
GPre,SaGr,family,1
GPre,GiuG,family,1
GPre,GGre,family,1
GPre,FrBu,family,1
GPre,ViBu,family,1
GPre,GiLR,family,1
GPre,AnLu,family,1
GPre,GiPa,family,1
GPre,ViPu,family,1
GPre,GiPr,family,2
GPre,GiuP,family,2
GPre,GiCa,family,1
GPre,DoCr,family,1
GPre,AnLR,family,1
GPre,StPa,family,1
GPre,ViPa,family,1
GPre,AnPu,family,1
GPre,PiPu,family,1
GPre,SaPr,family,2
GPre,NiPr,family,2
GPre,NGre,family,1
GPre,GiLu,family,1
GPre,RoMa,Family,1
GPre,SaMa,Family,1
GiuP,MiGr,family,1
GiuP,GiGr,family,1
GiuP,SaGr,family,1
GiuP,GiuG,family,1
GiuP,GGre,family,1
GiuP,FrBu,family,1
GiuP,ViBu,family,1
GiuP,GiLR,family,1
GiuP,AnLu,family,1
GiuP,GiPa,family,1
GiuP,ViPu,family,1
GiuP,GiPr,family,2
GiuP,GPre,family,2
GiuP,GiCa,family,1
GiuP,DoCr,family,1
GiuP,AnLR,family,1
GiuP,StPa,family,1
GiuP,ViPa,family,1
GiuP,AnPu,family,1
GiuP,PiPu,family,1
GiuP,SaPr,family,2
GiuP,NiPr,family,2
GiuP,NGre,family,1
GiuP,GiLu,family,1
GiuP,RoMa,family,1
GiuP,SaMa,family,1
SaPr,MiGr,family,1
SaPr,GiGr,family,1
SaPr,SaGr,family,1
SaPr,GiuG,family,1
SaPr,GGre,family,1
SaPr,FrBu,family,1
SaPr,ViBu,family,1
SaPr,GiLR,family,1
SaPr,AnLu,family,1
SaPr,GiPa,family,1
SaPr,ViPu,family,1
SaPr,GiPr,family,2
SaPr,GPre,family,2
SaPr,GiCa,family,1
SaPr,DoCr,family,1
SaPr,AnLR,family,1
SaPr,StPa,family,1
SaPr,ViPa,family,1
SaPr,AnPu,family,1
SaPr,PiPu,family,1
SaPr,GiuP,family,2
SaPr,NiPr,family,2
SaPr,NGre,family,1
SaPr,GiLu,family,1
SaPr,RoMa,family,1
SaPr,SaMa,family,1
NiPr,MiGr,family,1
NiPr,GiGr,family,1
NiPr,SaGr,family,1
NiPr,GiuG,family,1
NiPr,GGre,family,1
NiPr,FrBu,family,1
NiPr,ViBu,family,1
NiPr,GiLR,family,1
NiPr,AnLu,family,1
NiPr,GiPa,family,1
NiPr,ViPu,family,1
NiPr,GiPr,family,2
NiPr,GPre,family,2
NiPr,GiCa,family,1
NiPr,DoCr,family,1
NiPr,AnLR,family,1
NiPr,StPa,family,1
NiPr,ViPa,family,1
NiPr,AnPu,family,1
NiPr,PiPu,family,1
NiPr,GiuP,family,2
NiPr,SaPr,family,2
NiPr,NGre,family,1
NiPr,GiLu,family,1
NiPr,RoMa,family,1
NiPr,SaMa,family,1
NGre,MiGr,family,1
NGre,GiGr,family,1
NGre,SaGr,family,1
NGre,GiuG,family,1
NGre,GGre,family,1
NGre,FrBu,family,1
NGre,ViBu,family,1
NGre,GiLR,family,1
NGre,AnLu,family,1
NGre,GiPa,family,1
NGre,ViPu,family,1
NGre,GiPr,family,1
NGre,GPre,family,1
NGre,GiCa,family,1
NGre,DoCr,family,1
NGre,AnLR,family,1
NGre,StPa,family,1
NGre,ViPa,family,1
NGre,AnPu,family,1
NGre,PiPu,family,1
NGre,GiuP,family,1
NGre,SaPr,family,1
NGre,NiPr,family,1
NGre,GiLu,family,1
NGre,RoMa,family,1
NGre,SaMa,family,1
RoMa,SaMa,family,2
RoMa,MiGr,family,1
RoMa,NGre,family,1
RoMa,GiGr,family,1
RoMa,SaGr,family,1
RoMa,GiuG,family,1
RoMa,GGre,family,1
RoMa,FrBu,family,1
RoMa,ViBu,family,1
RoMa,GiLR,family,1
RoMa,AnLu,family,1
RoMa,GiPa,family,1
RoMa,ViPu,family,1
RoMa,GiPr,family,1
RoMa,GPre,family,1
RoMa,GiCa,family,1
RoMa,DoCr,family,1
RoMa,AnLR,family,1
RoMa,StPa,family,1
RoMa,ViPa,family,1
RoMa,AnPu,family,1
RoMa,PiPu,family,1
RoMa,GiuP,family,1
RoMa,SaPr,family,1
RoMa,NiPr,family,1
RoMa,GiLu,family,1
SaMa,RoMa,family,2
SaMa,MiGr,family,1
SaMa,NGre,family,1
SaMa,GiGr,family,1
SaMa,SaGr,family,1
SaMa,GiuG,family,1
SaMa,GGre,family,1
SaMa,FrBu,family,1
SaMa,ViBu,family,1
SaMa,GiLR,family,1
SaMa,AnLu,family,1
SaMa,GiPa,family,1
SaMa,ViPu,family,1
SaMa,GiPr,family,1
SaMa,GPre,family,1
SaMa,GiCa,family,1
SaMa,DoCr,family,1
SaMa,AnLR,family,1
SaMa,StPa,family,1
SaMa,ViPa,family,1
SaMa,AnPu,family,1
SaMa,PiPu,family,1
SaMa,GiuP,family,1
SaMa,SaPr,family,1
SaMa,NiPr,family,1
SaMa,GiLu,family,1
C,SaRi,family,1
C,BePr,family,1
C,LeBa,family,1
C,SaPa,family,1
C,PaPa,family,1
SaRi,C,family,1
BePr,C,family,1
LeBa,C,family,1
SaPa,C,family,1
PaPa,C,family,1
SaRi,BePr,family,1
SaRi,LeBa,family,1
SaRi,SaPa,family,1
SaRi,PaPa,family,1
SaRi,MiGr,ally,2
SaRi,AnDc,ally,1
SaRi,GiSc,ally,1
SaRi,RoRi,conflict,NA
SaRi,FrCM,ally,2
SaRi,MaAg,ally,1
SaRi,BeSa,ally,2
SaRi,BeBr,ally,1
SaRi,GiBr,ally,1
SaRi,GCal,ally,1
SaRi,GiGr,conflict,NA
SaRi,GaMu,ally,2
SaRi,GMad,ally,2
SaRi,GiGa,ally,2
SaRi,GiLu,ally,2
SaRi,GGra,ally,2
SaRi,PiPu,conflict,NA
SaRi,ViPu,ally,1
SaRi,AnRo,ally,2
SaRi,AnGe,ally,1
SaRi,ToBu,conflict,NA
SaRi,IgMo,ally,1
SaRi,IgSa,conflict,NA
BePr,SaRi,family,1
BePr,LeBa,family,1
BePr,SaPa,family,1
BePr,PaPa,family,1
BePr,MiGr,ally,2
BePr,AnDC,ally,1
BePr,LeGr,ally,2
BePr,GiSc,ally,1
BePr,RoRi,conlict,NA
BePr,FrCM,ally,2
BePr,GiLu,ally,2
BePr,MaAg,ally,1
BePr,BeBr,ally,1
BePr,GiBr,ally,1
BePr,GCal,ally,1
BePr,GiGr,ally,1
BePr,AnGe,ally,1
BePr,IgMo,ally,1
LeBa,SaRi,family,1
LeBa,BePr,family,1
LeBa,SaPa,family,1
LeBa,PaPa,family,1
LeBa,MiGr,ally,2
SaPa,SaRi,family,1
SaPa,BePr,family,1
SaPa,LeBa,family,1
SaPa,PaPa,family,2
PaPa,SaRi,family,1
PaPa,BePr,family,1
PaPa,LeBa,family,1
PaPa,SaPa,family,2
PN,GCal,family,1
PN,ToSp,family,1
PN,GeAl,family,1
PN,GiBa,family,1
PN,ToBu,family,1
PN,AnRo,family,1
PN,GiuCa,family,1
PN,GiCi,family,1
PN,AnCi,family,1
PN,ToMa,family,1
PN,VitM,family,1
PN,NiMi,family,1
PN,NuMi,family,1
PN,SaMi,family,1
PN,SaRo,family,1
PN,PiSe,family,1
PN,AnSp,family,1
PN,FrSp,family,1
PN,GiSp,family,1
PN,ViSp,family,1
GCal,PN,family,1
ToSp,PN,family,1
GeAl,PN,family,1
GiBa,PN,family,1
ToBu,PN,family,1
AnRo,PN,family,1
GiuCa,PN,family,1
GiCi,PN,family,1
AnCi,PN,family,1
ToMa,PN,family,1
VitM,PN,family,1
NiMi,PN,family,1
NuMi,PN,family,1
SaMi,PN,family,1
SaRo,PN,family,1
PiSe,PN,family,1
AnSp,PN,family,1
FrSp,PN,family,1
GiSp,PN,family,1
ViSp,PN,family,1
GCal,ToSp,family,1
GCal,GeAl,family,1
GCal,GiBa,family,1
GCal,ToBu,family,1
GCal,AnRo,family,1
GCal,GiuCa,family,1
GCal,GiCi,family,1
GCal,AnCi,family,1
GCal,ToMa,family,1
GCal,VitM,family,1
GCal,NiMi,family,1
GCal,NuMi,family,1
GCal,SaMi,family,1
GCal,SaRo,family,1
GCal,PiSe,family,1
GCal,AnSp,family,1
GCal,FrSp,family,1
GCal,GiSp,family,1
GCal,ViSp,family,1
GCal,BePr,ally,1
GCal,SaRi,ally,1
GCal,AnDC,ally,1
GCal,GiSc,ally,1
GCal,RoRi,conflict,NA
GCal,FrMC,ally,1
GCal,MiGr,ally,1
GCal,GiGr,ally,1
GCal,AnGe,ally,1
ToSp,GCal,family,1
ToSp,GeAl,family,1
ToSp,GiBa,family,1
ToSp,ToBu,family,1
ToSp,AnRo,family,1
ToSp,GiuCa,family,1
ToSp,GiCi,family,1
ToSp,AnCi,family,1
ToSp,ToMa,family,1
ToSp,VitM,family,1
ToSp,NiMi,family,1
ToSp,NuMi,family,1
ToSp,SaMi,family,1
ToSp,SaRo,family,1
ToSp,PiSe,family,1
ToSp,AnSp,family,2
ToSp,FrSp,family,2
ToSp,GiSp,family,2
ToSp,ViSp,family,2
ToSp,GiLu,ally,3
ToSp,AnLu,ally,3
GeAl,GCal,family,1
GeAl,ToSp,family,1
GeAl,GiBa,family,1
GeAl,ToBu,family,1
GeAl,AnRo,family,1
GeAl,GiuCa,family,1
GeAl,GiCi,family,1
GeAl,AnCi,family,1
GeAl,ToMa,family,1
GeAl,VitM,family,1
GeAl,NiMi,family,1
GeAl,NuMi,family,1
GeAl,SaMi,family,1
GeAl,SaRo,family,1
GeAl,PiSe,family,1
GeAl,AnSp,family,1
GeAl,FrSp,family,1
GeAl,GiSp,family,1
GeAl,ViSp,family,1
GiBa,GCal,family,1
GiBa,ToSp,family,1
GiBa,GeAl,family,1
GiBa,ToBu,family,1
GiBa,AnRo,family,1
GiBa,GiuCa,family,1
GiBa,GiCi,family,1
GiBa,AnCi,family,1
GiBa,ToMa,family,1
GiBa,VitM,family,1
GiBa,NiMi,family,1
GiBa,NuMi,family,1
GiBa,SaMi,family,1
GiBa,SaRo,family,1
GiBa,PiSe,family,1
GiBa,AnSp,family,1
GiBa,FrSp,family,1
GiBa,GiSp,family,1
GiBa,ViSp,family,1
ToBu,GCal,conflict,NA
ToBu,ToSp,family,1
ToBu,GeAl,family,1
ToBu,GiBa,family,1
ToBu,AnRo,family,1
ToBu,GiuCa,family,1
ToBu,GiCi,family,1
ToBu,AnCi,family,1
ToBu,ToMa,family,1
ToBu,VitM,family,1
ToBu,NiMi,family,1
ToBu,NuMi,family,1
ToBu,SaMi,family,1
ToBu,SaRo,family,1
ToBu,PiSe,family,1
ToBu,AnSp,family,1
ToBu,FrSp,family,1
ToBu,GiSp,family,1
ToBu,ViSp,family,1
ToBu,IgSa,conflict,NA
ToBu,SaRi,conflict,NA
AnRo,GCal,family,1
AnRo,ToSp,family,1
AnRo,GeAl,family,1
AnRo,GiBa,family,1
AnRo,ToBu,family,1
AnRo,GiuCa,family,1
AnRo,GiCi,family,1
AnRo,AnCi,family,1
AnRo,ToMa,family,1
AnRo,VitM,family,1
AnRo,NiMi,family,1
AnRo,NuMi,family,1
AnRo,SaMi,family,1
AnRo,SaRo,family,2
AnRo,PiSe,family,1
AnRo,AnSp,family,1
AnRo,FrSp,family,1
AnRo,GiSp,family,1
AnRo,ViSp,family,1
AnRo,SaRi,ally,2
GiuCa,GCal,family,1
GiuCa,ToSp,family,1
GiuCa,GeAl,family,1
GiuCa,GiBa,family,1
GiuCa,ToBu,family,1
GiuCa,AnRo,family,1
GiuCa,GiCi,family,1
GiuCa,AnCi,family,1
GiuCa,ToMa,family,1
GiuCa,VitM,family,1
GiuCa,NiMi,family,1
GiuCa,NuMi,family,1
GiuCa,SaMi,family,1
GiuCa,SaRo,family,1
GiuCa,PiSe,family,1
GiuCa,AnSp,family,1
GiuCa,FrSp,family,1
GiuCa,GiSp,family,1
GiuCa,ViSp,family,1
GiCi,GCal,family,1
GiCi,ToSp,family,1
GiCi,GeAl,family,1
GiCi,GiBa,family,1
GiCi,ToBu,family,1
GiCi,AnRo,family,1
GiCi,GiuCa,family,1
GiCi,AnCi,family,2
GiCi,ToMa,family,1
GiCi,VitM,family,1
GiCi,NiMi,family,1
GiCi,NuMi,family,1
GiCi,SaMi,family,1
GiCi,SaRo,family,1
GiCi,PiSe,family,1
GiCi,AnSp,family,1
GiCi,FrSp,family,1
GiCi,GiSp,family,1
GiCi,ViSp,family,1
AnCi,GCal,family,1
AnCi,ToSp,family,1
AnCi,GeAl,family,1
AnCi,GiBa,family,1
AnCi,ToBu,family,1
AnCi,AnRo,family,1
AnCi,GiuCa,family,1
AnCi,GiCi,family,2
AnCi,ToMa,family,1
AnCi,VitM,family,1
AnCi,NiMi,family,1
AnCi,NuMi,family,1
AnCi,SaMi,family,1
AnCi,SaRo,family,1
AnCi,PiSe,family,1
AnCi,AnSp,family,1
AnCi,FrSp,family,1
AnCi,GiSp,family,1
AnCi,ViSp,family,1
ToMa,GCal,family,1
ToMa,ToSp,family,1
ToMa,GeAl,family,1
ToMa,GiBa,family,1
ToMa,ToBu,family,1
ToMa,AnRo,family,1
ToMa,GiuCa,family,1
ToMa,GiCi,family,1
ToMa,AnCi,family,1
ToMa,VitM,family,2
ToMa,NiMi,family,1
ToMa,NuMi,family,1
ToMa,SaMi,family,1
ToMa,SaRo,family,1
ToMa,PiSe,family,1
ToMa,AnSp,family,1
ToMa,FrSp,family,1
ToMa,GiSp,family,1
ToMa,ViSp,family,1
VitM,GCal,family,1
VitM,ToSp,family,1
VitM,GeAl,family,1
VitM,GiBa,family,1
VitM,ToBu,family,1
VitM,AnRo,family,1
VitM,GiuCa,family,1
VitM,GiCi,family,1
VitM,AnCi,family,1
VitM,ToMa,family,2
VitM,NiMi,family,1
VitM,NuMi,family,1
VitM,SaMi,family,1
VitM,SaRo,family,1
VitM,PiSe,family,1
VitM,AnSp,family,1
VitM,FrSp,family,1
VitM,GiSp,family,1
VitM,ViSp,family,1
NiMi,GCal,family,1
NiMi,ToSp,family,1
NiMi,GeAl,family,1
NiMi,GiBa,family,1
NiMi,ToBu,family,1
NiMi,AnRo,family,1
NiMi,GiuCa,family,1
NiMi,GiCi,family,1
NiMi,AnCi,family,1
NiMi,ToMa,family,1
NiMi,VitM,family,1
NiMi,NuMi,family,2
NiMi,SaMi,family,2
NiMi,SaRo,family,1
NiMi,PiSe,family,1
NiMi,AnSp,family,1
NiMi,FrSp,family,1
NiMi,GiSp,family,1
NiMi,ViSp,family,1
NuMi,GCal,family,1
NuMi,ToSp,family,1
NuMi,GeAl,family,1
NuMi,GiBa,family,1
NuMi,ToBu,family,1
NuMi,AnRo,family,1
NuMi,GiuCa,family,1
NuMi,GiCi,family,1
NuMi,AnCi,family,1
NuMi,ToMa,family,1
NuMi,VitM,family,1
NuMi,NiMi,family,2
NuMi,SaMi,family,2
NuMi,SaRo,family,1
NuMi,PiSe,family,1
NuMi,AnSp,family,1
NuMi,FrSp,family,1
NuMi,GiSp,family,1
NuMi,ViSp,family,1
SaMi,GCal,family,1
SaMi,ToSp,family,1
SaMi,GeAl,family,1
SaMi,GiBa,family,1
SaMi,ToBu,family,1
SaMi,AnRo,family,1
SaMi,GiuCa,family,1
SaMi,GiCi,family,1
SaMi,AnCi,family,1
SaMi,ToMa,family,1
SaMi,VitM,family,1
SaMi,NiMi,family,2
SaMi,NuMi,family,2
SaMi,SaRo,family,1
SaMi,PiSe,family,1
SaMi,AnSp,family,1
SaMi,FrSp,family,1
SaMi,GiSp,family,1
SaMi,ViSp,family,1
PiSe,GCal,family,1
PiSe,ToSp,family,1
PiSe,GeAl,family,1
PiSe,GiBa,family,1
PiSe,ToBu,family,1
PiSe,AnRo,family,1
PiSe,GiuCa,family,1
PiSe,GiCi,family,1
PiSe,AnCi,family,1
PiSe,ToMa,family,1
PiSe,VitM,family,1
PiSe,NiMi,family,1
PiSe,NuMi,family,1
PiSe,SaMi,family,1
PiSe,SaRo,family,1
PiSe,AnSp,family,1
PiSe,FrSp,family,1
PiSe,GiSp,family,1
PiSe,ViSp,family,1
AnSp,GCal,family,1
AnSp,ToSp,family,2
AnSp,GeAl,family,1
AnSp,GiBa,family,1
AnSp,ToBu,family,1
AnSp,AnRo,family,1
AnSp,GiuCa,family,1
AnSp,GiCi,family,1
AnSp,AnCi,family,1
AnSp,ToMa,family,1
AnSp,VitM,family,1
AnSp,NiMi,family,1
AnSp,NuMi,family,1
AnSp,SaMi,family,1
AnSp,SaRo,family,1
AnSp,PiSe,family,1
AnSp,FrSp,family,2
AnSp,GiSp,family,2
AnSp,ViSp,family,2
FrSp,GCal,family,1
FrSp,ToSp,family,2
FrSp,GeAl,family,1
FrSp,GiBa,family,1
FrSp,ToBu,family,1
FrSp,AnRo,family,1
FrSp,GiuCa,family,1
FrSp,GiCi,family,1
FrSp,AnCi,family,1
FrSp,ToMa,family,1
FrSp,VitM,family,1
FrSp,NiMi,family,1
FrSp,NuMi,family,1
FrSp,SaMi,family,1
FrSp,SaRo,family,1
FrSp,PiSe,family,1
FrSp,AnSp,family,2
FrSp,GiSp,family,2
FrSp,ViSp,family,2
GiSp,GCal,family,1
GiSp,ToSp,family,2
GiSp,GeAl,family,1
GiSp,GiBa,family,1
GiSp,ToBu,family,1
GiSp,AnRo,family,1
GiSp,GiuCa,family,1
GiSp,GiCi,family,1
GiSp,AnCi,family,1
GiSp,ToMa,family,1
GiSp,VitM,family,1
GiSp,NiMi,family,1
GiSp,NuMi,family,1
GiSp,SaMi,family,1
GiSp,SaRo,family,1
GiSp,PiSe,family,1
GiSp,AnSp,family,2
GiSp,FrSp,family,2
GiSp,ViSp,family,2
ViSp,GCal,family,1
ViSp,ToSp,family,2
ViSp,GeAl,family,1
ViSp,GiBa,family,1
ViSp,ToBu,family,1
ViSp,AnRo,family,1
ViSp,GiuCa,family,1
ViSp,GiCi,family,1
ViSp,AnCi,family,1
ViSp,ToMa,family,1
ViSp,VitM,family,1
ViSp,NiMi,family,1
ViSp,NuMi,family,1
ViSp,SaMi,family,1
ViSp,SaRo,family,1
ViSp,PiSe,family,1
ViSp,AnSp,family,2
ViSp,FrSp,family,2
ViSp,GiSp,family,2
SCp,BeBr,family,1
SCp,GiBr,family,1
BeBr,SCp,family,1
GiBr,SCp,family,1
BeBr,GiBr,family,2
BeBr,SaRi,ally,1
BeBr,BePr,ally,1
BeBr,AnDC,ally,1
BeBr,GiSc,ally,1
BeBr,RoRi,ally,1
BeBr,FrCM,ally,1
BeBr,MiGr,ally,1
BeBr,GiGr,ally,1
GiBr,BeBr,family,2
GiBr,BePr,ally,1
GiBr,SaRi,ally,1
GiBr,IgSa,conflict,NA
S,IgSa,family,1
IgSa,S,family,1
IgSa,ToBu,ally,1
IgSa,MiGr,ally,1
MdV,MaAg,family,1
MaAg,MdV,family,1
MaAg,BeSa,ally,1
MaAg,SaRi,ally,1
MaAg,BePr,ally,1
MaAg,AnDC,ally,1
MaAg,GiSc,ally,1
MaAg,RoRi,ally,1
MaAg,FrCM,ally,1
MaAg,MiGr,ally,1
MaAg,GiGr,ally,1
